well,LAT_PALEO,EAR_EOC_YP,EAR_EOC_MY,EAR_EOC_LY,MID_EOC,LAT_EOC,EAR_OLIG,LAT_OLIG,EAR_MIOC,MID_MIOC,EAR_PLIOC,MID_QUART
Well313,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well314,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well315,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well316,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well317,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well318,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well319,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well320,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well321,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well322,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well323,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well324,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well325,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well326,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well327,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well328,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well329,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well330,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well331,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well332,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well333,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well334,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well335,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well336,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well337,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well338,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well339,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well340,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well341,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well342,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well343,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well344,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well345,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well346,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well347,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well348,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well349,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well350,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well351,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well352,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well353,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well354,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well355,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well356,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well357,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well358,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well359,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well360,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well361,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well362,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well363,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well364,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well365,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well366,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well367,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well368,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well369,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well370,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well371,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well372,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well373,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well374,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well375,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well376,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well377,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well378,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well379,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well380,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well381,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well382,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well383,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well384,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well385,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well386,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well387,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well388,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well389,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well390,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well391,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well392,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well393,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well394,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well395,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well396,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well397,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well398,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well399,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well400,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well401,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well402,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well403,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well404,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well405,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well406,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well407,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well408,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well409,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well410,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well411,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well412,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well413,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well414,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well415,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well416,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well417,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well418,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well419,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well420,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well421,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well422,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well423,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well424,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well425,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well426,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well427,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well428,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well429,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well430,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well431,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well432,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well433,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well434,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well435,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well436,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well437,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well438,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well439,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well440,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well441,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well442,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well443,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well444,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well445,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well446,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well447,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well448,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well449,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well450,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well451,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well452,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well453,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well454,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well455,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well456,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well457,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well458,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well459,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well460,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well461,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well462,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
